══════════════════════════════════════════════════════════════════════════════════════════
  SIMULACIÓN SO  –  2026/07/05 22:46:30
══════════════════════════════════════════════════════════════════════════════════════════
PROCESO              CUANTUM    ESTADO                 TRANSICIÓN             PRIORIDAD  RECURSO         MEMORIA   
8                    0          Ejecución              Terminado              2          —               91 Kb     
10                   5          Ejecución              Vuelve a cola          4          Op. matemática  121 Kb    
3                    4          Listo                  Despachado             3          —               112 Kb    
1                    5          Ejecución              Bloqueado              10         Ratón           89 Kb     
8                    0          Ejecución              Terminado              2          —               91 Kb     
3                    0          Ejecución              Terminado              3          —               112 Kb    
10                   5          Listo                  Despachado             4          —               121 Kb    
11                   15         Listo                  Despachado             10         —               87 Kb     
1                    5          Bloqueado              Bloqueado              10         —               89 Kb     
1                    5          Bloqueado              Bloqueado              10         —               89 Kb     
1                    5          Bloqueado              Bloqueado              10         —               89 Kb     
1                    5          Bloqueado              Bloqueado              10         —               89 Kb     
1                    5          Bloqueado              Bloqueado              10         —               89 Kb     
1                    5          Bloqueado              Suspendido-bloqueado   10         —               89 Kb     
12                   3          Listo                  Despachado             5          —               73 Kb     
3                    0          Ejecución              Terminado              3          —               112 Kb    
10                   0          Ejecución              Terminado              4          —               121 Kb    
11                   10         Ejecución              Bloqueado              10         Monitor         87 Kb     
13                   4          Listo                  Despachado             4          —               73 Kb     
12                   0          Ejecución              Terminado              5          —               73 Kb     
14                   10         Listo                  Despachado             5          —               135 Kb    
10                   0          Ejecución              Terminado              4          —               121 Kb    
11                   10         Bloqueado              Bloqueado              10         —               87 Kb     
11                   10         Bloqueado              Despertar              10         —               87 Kb     
1                    5          Suspendido-bloqueado   Suspendido-bloqueado   10         —               89 Kb     
1                    5          Suspendido-bloqueado   Bloqueado              10         —               89 Kb     
13                   0          Ejecución              Terminado              4          —               73 Kb     
15                   3          Listo                  Despachado             1          —               65 Kb     
12                   0          Ejecución              Terminado              5          —               73 Kb     
14                   5          Ejecución              Vuelve a cola          5          Op. matemática  135 Kb    
16                   10         Listo                  Despachado             9          —               170 Kb    
13                   0          Ejecución              Terminado              4          —               73 Kb     
15                   0          Ejecución              Terminado              1          —               65 Kb     
11                   10         Listo                  Despachado             10         —               87 Kb     
1                    5          Bloqueado              Bloqueado              10         —               89 Kb     
1                    5          Bloqueado              Suspendido-bloqueado   10         —               89 Kb     
16                   5          Ejecución              Vuelve a cola          9          Op. matemática  170 Kb    
14                   5          Listo                  Despachado             5          —               135 Kb    
15                   0          Ejecución              Terminado              1          —               65 Kb     
11                   5          Ejecución              Vuelve a cola          10         Op. matemática  87 Kb     
14                   0          Ejecución              Terminado              5          —               135 Kb    
16                   5          Listo                  Despachado             9          —               170 Kb    
1                    5          Suspendido-bloqueado   Suspendido-bloqueado   10         —               89 Kb     
1                    5          Suspendido-bloqueado   Suspendido-listo       10         —               89 Kb     
11                   5          Listo                  Despachado             10         —               87 Kb     
17                   2          Listo                  Despachado             4          —               60 Kb     
14                   0          Ejecución              Terminado              5          —               135 Kb    
16                   0          Ejecución              Terminado              9          —               170 Kb    
1                    5          Suspendido-Listo       Formado                10         —               89 Kb     
18                   12         Listo                  Despachado             6          —               64 Kb     
11                   0          Ejecución              Terminado              10         —               87 Kb     
17                   0          Ejecución              Terminado              4          —               60 Kb     
19                   10         Listo                  Despachado             6          —               166 Kb    
16                   0          Ejecución              Terminado              9          —               170 Kb    
18                   7          Ejecución              Bloqueado              6          Impresora       64 Kb     
11                   0          Ejecución              Terminado              10         —               87 Kb     
17                   0          Ejecución              Terminado              4          —               60 Kb     
19                   5          Ejecución              Bloqueado              6          Impresora       166 Kb    
1                    5          Listo                  Despachado             10         —               89 Kb     
20                   4          Listo                  Despachado             4          —               75 Kb     
18                   7          Bloqueado              Bloqueado              6          —               64 Kb     
18                   7          Bloqueado              Suspendido-bloqueado   6          —               64 Kb     
1                    0          Ejecución              Terminado              10         —               89 Kb     
21                   1          Listo                  Despachado             8          —               126 Kb    
19                   5          Bloqueado              Bloqueado              6          —               166 Kb    
19                   5          Bloqueado              Bloqueado              6          —               166 Kb    
19                   5          Bloqueado              Bloqueado              6          —               166 Kb    
19                   5          Bloqueado              Despertar              6          —               166 Kb    
20                   0          Ejecución              Terminado              4          —               75 Kb     
22                   7          Listo                  Despachado             1          —               104 Kb    
21                   0          Ejecución              Terminado              8          —               126 Kb    
1                    0          Ejecución              Terminado              10         —               89 Kb     
23                   5          Listo                  Despachado             9          —               123 Kb    
20                   0          Ejecución              Terminado              4          —               75 Kb     
18                   7          Suspendido-bloqueado   Suspendido-bloqueado   6          —               64 Kb     
18                   7          Suspendido-bloqueado   Bloqueado              6          —               64 Kb     
22                   2          Ejecución              Bloqueado              1          Bocinas         104 Kb    
19                   5          Listo                  Despachado             6          —               166 Kb    
21                   0          Ejecución              Terminado              8          —               126 Kb    
23                   0          Ejecución              Terminado              9          —               123 Kb    
24                   13         Listo                  Despachado             6          —               167 Kb    
22                   2          Bloqueado              Bloqueado              1          —               104 Kb    
22                   2          Bloqueado              Despertar              1          —               104 Kb    
19                   0          Ejecución              Terminado              6          —               166 Kb    
25                   15         Listo                  Despachado             2          —               60 Kb     
23                   0          Ejecución              Terminado              9          —               123 Kb    
18                   7          Bloqueado              Bloqueado              6          —               64 Kb     
18                   7          Bloqueado              Despertar              6          —               64 Kb     
24                   8          Ejecución              Vuelve a cola          6          Op. matemática  167 Kb    
26                   2          Listo                  Despachado             9          —               159 Kb    
19                   0          Ejecución              Terminado              6          —               166 Kb    
25                   10         Ejecución              Bloqueado              2          Impresora       60 Kb     
22                   2          Listo                  Despachado             1          —               104 Kb    
26                   0          Ejecución              Terminado              9          —               159 Kb    
18                   7          Listo                  Despachado             6          —               64 Kb     
25                   10         Bloqueado              Bloqueado              2          —               60 Kb     
25                   10         Bloqueado              Bloqueado              2          —               60 Kb     
25                   10         Bloqueado              Bloqueado              2          —               60 Kb     
25                   10         Bloqueado              Despertar              2          —               60 Kb     
22                   0          Ejecución              Terminado              1          —               104 Kb    
24                   8          Listo                  Despachado             6          —               167 Kb    
26                   0          Ejecución              Terminado              9          —               159 Kb    
18                   2          Ejecución              Vuelve a cola          6          Op. matemática  64 Kb     
27                   2          Listo                  Despachado             7          —               101 Kb    
22                   0          Ejecución              Terminado              1          —               104 Kb    
24                   3          Ejecución              Vuelve a cola          6          Op. matemática  167 Kb    
27                   0          Ejecución              Terminado              7          —               101 Kb    
18                   2          Listo                  Despachado             6          —               64 Kb     
24                   3          Listo                  Despachado             6          —               167 Kb    
27                   0          Ejecución              Terminado              7          —               101 Kb    
25                   10         Listo                  Despachado             2          —               60 Kb     
18                   0          Ejecución              Terminado              6          —               64 Kb     
28                   1          Listo                  Despachado             4          —               112 Kb    
24                   0          Ejecución              Terminado              6          —               167 Kb    
25                   5          Ejecución              Bloqueado              2          Impresora       60 Kb     
29                   14         Listo                  Despachado             9          —               141 Kb    
18                   0          Ejecución              Terminado              6          —               64 Kb     
28                   0          Ejecución              Terminado              4          —               112 Kb    
30                   1          Listo                  Despachado             5          —               80 Kb     
24                   0          Ejecución              Terminado              6          —               167 Kb    
25                   5          Bloqueado              Bloqueado              2          —               60 Kb     
25                   5          Bloqueado              Suspendido-bloqueado   2          —               60 Kb     
29                   9          Ejecución              Bloqueado              9          Bocinas         141 Kb    
31                   14         Listo                  Despachado             2          —               60 Kb     
28                   0          Ejecución              Terminado              4          —               112 Kb    
30                   0          Ejecución              Terminado              5          —               80 Kb     
32                   9          Listo                  Despachado             2          —               107 Kb    
29                   9          Bloqueado              Bloqueado              9          —               141 Kb    
29                   9          Bloqueado              Bloqueado              9          —               141 Kb    
29                   9          Bloqueado              Bloqueado              9          —               141 Kb    
29                   9          Bloqueado              Despertar              9          —               141 Kb    
31                   9          Ejecución              Vuelve a cola          2          Op. matemática  60 Kb     
33                   4          Listo                  Despachado             10         —               63 Kb     
30                   0          Ejecución              Terminado              5          —               80 Kb     
25                   5          Suspendido-bloqueado   Suspendido-bloqueado   2          —               60 Kb     
25                   5          Suspendido-bloqueado   Suspendido-listo       2          —               60 Kb     
32                   4          Ejecución              Vuelve a cola          2          Op. matemática  107 Kb    
33                   0          Ejecución              Terminado              10         —               63 Kb     
25                   5          Suspendido-Listo       Formado                2          —               60 Kb     
29                   9          Listo                  Despachado             9          —               141 Kb    
31                   9          Listo                  Despachado             2          —               60 Kb     
33                   0          Ejecución              Terminado              10         —               63 Kb     
29                   4          Ejecución              Bloqueado              9          Teclado         141 Kb    
31                   4          Ejecución              Vuelve a cola          2          Op. matemática  60 Kb     
25                   5          Listo                  Despachado             2          —               60 Kb     
32                   4          Listo                  Despachado             2          —               107 Kb    
34                   14         Listo                  Despachado             1          —               69 Kb     
29                   4          Bloqueado              Bloqueado              9          —               141 Kb    
29                   4          Bloqueado              Bloqueado              9          —               141 Kb    
29                   4          Bloqueado              Bloqueado              9          —               141 Kb    
29                   4          Bloqueado              Suspendido-bloqueado   9          —               141 Kb    
25                   0          Ejecución              Terminado              2          —               60 Kb     
32                   0          Ejecución              Terminado              2          —               107 Kb    
34                   9          Ejecución              Bloqueado              1          Monitor         69 Kb     
31                   4          Listo                  Despachado             2          —               60 Kb     
35                   10         Listo                  Despachado             10         —               115 Kb    
25                   0          Ejecución              Terminado              2          —               60 Kb     
36                   13         Listo                  Despachado             5          —               155 Kb    
32                   0          Ejecución              Terminado              2          —               107 Kb    
34                   9          Bloqueado              Bloqueado              1          —               69 Kb     
34                   9          Bloqueado              Despertar              1          —               69 Kb     
29                   4          Suspendido-bloqueado   Suspendido-bloqueado   9          —               141 Kb    
29                   4          Suspendido-bloqueado   Suspendido-listo       9          —               141 Kb    
31                   0          Ejecución              Terminado              2          —               60 Kb     
35                   5          Ejecución              Bloqueado              10         Ratón           115 Kb    
37                   13         Listo                  Despachado             4          —               91 Kb     
36                   8          Ejecución              Bloqueado              5          Bocinas         155 Kb    
29                   4          Suspendido-Listo       Formado                9          —               141 Kb    
31                   0          Ejecución              Terminado              2          —               60 Kb     
38                   10         Listo                  Despachado             9          —               119 Kb    
35                   5          Bloqueado              Bloqueado              10         —               115 Kb    
35                   5          Bloqueado              Suspendido-bloqueado   10         —               115 Kb    
37                   8          Ejecución              Vuelve a cola          4          Op. matemática  91 Kb     
34                   9          Listo                  Despachado             1          —               69 Kb     
36                   8          Bloqueado              Bloqueado              5          —               155 Kb    
36                   8          Bloqueado              Suspendido-bloqueado   5          —               155 Kb    
38                   5          Ejecución              Bloqueado              9          Bocinas         119 Kb    
29                   4          Listo                  Despachado             9          —               141 Kb    
34                   4          Ejecución              Bloqueado              1          Ratón           69 Kb     
38                   5          Bloqueado              Bloqueado              9          —               119 Kb    
38                   5          Bloqueado              Despertar              9          —               119 Kb    
35                   5          Suspendido-bloqueado   Suspendido-bloqueado   10         —               115 Kb    
35                   5          Suspendido-bloqueado   Suspendido-listo       10         —               115 Kb    
37                   8          Listo                  Despachado             4          —               91 Kb     
29                   0          Ejecución              Terminado              9          —               141 Kb    
39                   2          Listo                  Despachado             7          —               85 Kb     
36                   8          Suspendido-bloqueado   Suspendido-bloqueado   5          —               155 Kb    
36                   8          Suspendido-bloqueado   Bloqueado              5          —               155 Kb    
34                   4          Bloqueado              Bloqueado              1          —               69 Kb     
34                   4          Bloqueado              Despertar              1          —               69 Kb     
35                   5          Suspendido-Listo       Formado                10         —               115 Kb    
37                   3          Ejecución              Vuelve a cola          4          Op. matemática  91 Kb     
40                   13         Listo                  Despachado             3          —               73 Kb     
39                   0          Ejecución              Terminado              7          —               85 Kb     
29                   0          Ejecución              Terminado              9          —               141 Kb    
38                   5          Listo                  Despachado             9          —               119 Kb    
40                   8          Ejecución              Bloqueado              3          Ratón           73 Kb     
39                   0          Ejecución              Terminado              7          —               85 Kb     
36                   8          Bloqueado              Bloqueado              5          —               155 Kb    
36                   8          Bloqueado              Suspendido-bloqueado   5          —               155 Kb    
34                   4          Listo                  Despachado             1          —               69 Kb     
38                   0          Ejecución              Terminado              9          —               119 Kb    
40                   8          Bloqueado              Bloqueado              3          —               73 Kb     
40                   8          Bloqueado              Bloqueado              3          —               73 Kb     
40                   8          Bloqueado              Bloqueado              3          —               73 Kb     
40                   8          Bloqueado              Suspendido-bloqueado   3          —               73 Kb     
35                   5          Listo                  Despachado             10         —               115 Kb    
34                   0          Ejecución              Terminado              1          —               69 Kb     
37                   3          Listo                  Despachado             4          —               91 Kb     
38                   0          Ejecución              Terminado              9          —               119 Kb    
35                   0          Ejecución              Terminado              10         —               115 Kb    
41                   14         Listo                  Despachado             2          —               84 Kb     
36                   8          Suspendido-bloqueado   Suspendido-bloqueado   5          —               155 Kb    
36                   8          Suspendido-bloqueado   Bloqueado              5          —               155 Kb    
34                   0          Ejecución              Terminado              1          —               69 Kb     
37                   0          Ejecución              Terminado              4          —               91 Kb     
42                   2          Listo                  Despachado             2          —               150 Kb    
40                   8          Suspendido-bloqueado   Suspendido-bloqueado   3          —               73 Kb     
40                   8          Suspendido-bloqueado   Bloqueado              3          —               73 Kb     
35                   0          Ejecución              Terminado              10         —               115 Kb    
41                   9          Ejecución              Vuelve a cola          2          Op. matemática  84 Kb     
43                   14         Listo                  Despachado             6          —               76 Kb     
37                   0          Ejecución              Terminado              4          —               91 Kb     
42                   0          Ejecución              Terminado              2          —               150 Kb    
36                   8          Bloqueado              Bloqueado              5          —               155 Kb    
36                   8          Bloqueado              Bloqueado              5          —               155 Kb    
36                   8          Bloqueado              Bloqueado              5          —               155 Kb    
36                   8          Bloqueado              Despertar              5          —               155 Kb    
43                   9          Ejecución              Vuelve a cola          6          Op. matemática  76 Kb     
41                   9          Listo                  Despachado             2          —               84 Kb     
44                   11         Listo                  Despachado             3          —               107 Kb    
42                   0          Ejecución              Terminado              2          —               150 Kb    
40                   8          Bloqueado              Bloqueado              3          —               73 Kb     
40                   8          Bloqueado              Suspendido-bloqueado   3          —               73 Kb     
41                   4          Ejecución              Vuelve a cola          2          Op. matemática  84 Kb     
44                   6          Ejecución              Vuelve a cola          3          Op. matemática  107 Kb    
36                   8          Listo                  Despachado             5          —               155 Kb    
40                   8          Suspendido-bloqueado   Suspendido-bloqueado   3          —               73 Kb     
40                   8          Suspendido-bloqueado   Bloqueado              3          —               73 Kb     
36                   3          Ejecución              Bloqueado              5          Monitor         155 Kb    
41                   4          Listo                  Despachado             2          —               84 Kb     
43                   9          Listo                  Despachado             6          —               76 Kb     
44                   6          Listo                  Despachado             3          —               107 Kb    
45                   15         Listo                  Despachado             7          —               117 Kb    
41                   0          Ejecución              Terminado              2          —               84 Kb     
36                   3          Bloqueado              Bloqueado              5          —               155 Kb    
36                   3          Bloqueado              Bloqueado              5          —               155 Kb    
36                   3          Bloqueado              Bloqueado              5          —               155 Kb    
36                   3          Bloqueado              Suspendido-bloqueado   5          —               155 Kb    
43                   4          Ejecución              Bloqueado              6          Teclado         76 Kb     
46                   11         Listo                  Despachado             10         —               165 Kb    
40                   8          Bloqueado              Bloqueado              3          —               73 Kb     
40                   8          Bloqueado              Bloqueado              3          —               73 Kb     
40                   8          Bloqueado              Bloqueado              3          —               73 Kb     
40                   8          Bloqueado              Despertar              3          —               73 Kb     
44                   1          Ejecución              Vuelve a cola          3          Op. matemática  107 Kb    
45                   10         Ejecución              Bloqueado              7          Teclado         117 Kb    
41                   0          Ejecución              Terminado              2          —               84 Kb     
47                   13         Listo                  Despachado             10         —               152 Kb    
43                   4          Bloqueado              Bloqueado              6          —               76 Kb     
43                   4          Bloqueado              Despertar              6          —               76 Kb     
46                   6          Ejecución              Vuelve a cola          10         Op. matemática  165 Kb    
45                   10         Bloqueado              Bloqueado              7          —               117 Kb    
45                   10         Bloqueado              Bloqueado              7          —               117 Kb    
45                   10         Bloqueado              Bloqueado              7          —               117 Kb    
45                   10         Bloqueado              Despertar              7          —               117 Kb    
36                   3          Suspendido-bloqueado   Suspendido-bloqueado   5          —               155 Kb    
36                   3          Suspendido-bloqueado   Suspendido-listo       5          —               155 Kb    
47                   8          Ejecución              Vuelve a cola          10         Op. matemática  152 Kb    
40                   8          Listo                  Despachado             3          —               73 Kb     
36                   3          Suspendido-Listo       Formado                5          —               155 Kb    
43                   4          Listo                  Despachado             6          —               76 Kb     
40                   3          Ejecución              Vuelve a cola          3          Op. matemática  73 Kb     
44                   1          Listo                  Despachado             3          —               107 Kb    
43                   0          Ejecución              Terminado              6          —               76 Kb     
44                   0          Ejecución              Terminado              3          —               107 Kb    
36                   3          Listo                  Despachado             5          —               155 Kb    
43                   0          Ejecución              Terminado              6          —               76 Kb     
40                   3          Listo                  Despachado             3          —               73 Kb     
45                   10         Listo                  Despachado             7          —               117 Kb    
36                   0          Ejecución              Terminado              5          —               155 Kb    
44                   0          Ejecución              Terminado              3          —               107 Kb    
46                   6          Listo                  Despachado             10         —               165 Kb    
40                   0          Ejecución              Terminado              3          —               73 Kb     
45                   5          Ejecución              Bloqueado              7          Impresora       117 Kb    
36                   0          Ejecución              Terminado              5          —               155 Kb    
47                   8          Listo                  Despachado             10         —               152 Kb    
48                   11         Listo                  Despachado             1          —               131 Kb    
46                   1          Ejecución              Bloqueado              10         Ratón           165 Kb    
40                   0          Ejecución              Terminado              3          —               73 Kb     
45                   5          Bloqueado              Bloqueado              7          —               117 Kb    
45                   5          Bloqueado              Suspendido-bloqueado   7          —               117 Kb    
49                   15         Listo                  Despachado             9          —               166 Kb    
47                   3          Ejecución              Vuelve a cola          10         Op. matemática  152 Kb    
48                   6          Ejecución              Bloqueado              1          Impresora       131 Kb    
46                   1          Bloqueado              Bloqueado              10         —               165 Kb    
46                   1          Bloqueado              Despertar              10         —               165 Kb    
50                   1          Listo                  Despachado             3          —               61 Kb     
49                   10         Ejecución              Vuelve a cola          9          Op. matemática  166 Kb    
48                   6          Bloqueado              Bloqueado              1          —               131 Kb    
48                   6          Bloqueado              Despertar              1          —               131 Kb    
50                   0          Ejecución              Terminado              3          —               61 Kb     
47                   3          Listo                  Despachado             10         —               152 Kb    
45                   5          Suspendido-bloqueado   Suspendido-bloqueado   7          —               117 Kb    
45                   5          Suspendido-bloqueado   Bloqueado              7          —               117 Kb    
46                   1          Listo                  Despachado             10         —               165 Kb    
50                   0          Ejecución              Terminado              3          —               61 Kb     
47                   0          Ejecución              Terminado              10         —               152 Kb    
48                   6          Listo                  Despachado             1          —               131 Kb    
46                   0          Ejecución              Terminado              10         —               165 Kb    
47                   0          Ejecución              Terminado              10         —               152 Kb    
49                   10         Listo                  Despachado             9          —               166 Kb    
45                   5          Bloqueado              Bloqueado              7          —               117 Kb    
45                   5          Bloqueado              Suspendido-bloqueado   7          —               117 Kb    
51                   5          Listo                  Despachado             7          —               130 Kb    
48                   1          Ejecución              Vuelve a cola          1          Op. matemática  131 Kb    
46                   0          Ejecución              Terminado              10         —               165 Kb    
52                   1          Listo                  Despachado             8          —               74 Kb     
49                   5          Ejecución              Bloqueado              9          Ratón           166 Kb    
51                   0          Ejecución              Terminado              7          —               130 Kb    
52                   0          Ejecución              Terminado              8          —               74 Kb     
45                   5          Suspendido-bloqueado   Suspendido-bloqueado   7          —               117 Kb    
45                   5          Suspendido-bloqueado   Bloqueado              7          —               117 Kb    
49                   5          Bloqueado              Bloqueado              9          —               166 Kb    
49                   5          Bloqueado              Bloqueado              9          —               166 Kb    
49                   5          Bloqueado              Bloqueado              9          —               166 Kb    
49                   5          Bloqueado              Suspendido-bloqueado   9          —               166 Kb    
48                   1          Listo                  Despachado             1          —               131 Kb    
53                   1          Listo                  Despachado             6          —               142 Kb    
51                   0          Ejecución              Terminado              7          —               130 Kb    
54                   2          Listo                  Despachado             2          —               173 Kb    
52                   0          Ejecución              Terminado              8          —               74 Kb     
53                   0          Ejecución              Terminado              6          —               142 Kb    
48                   0          Ejecución              Terminado              1          —               131 Kb    
55                   7          Listo                  Despachado             5          —               89 Kb     
54                   0          Ejecución              Terminado              2          —               173 Kb    
45                   5          Bloqueado              Bloqueado              7          —               117 Kb    
45                   5          Bloqueado              Despertar              7          —               117 Kb    
56                   12         Listo                  Despachado             2          —               82 Kb     
49                   5          Suspendido-bloqueado   Suspendido-bloqueado   9          —               166 Kb    
49                   5          Suspendido-bloqueado   Suspendido-listo       9          —               166 Kb    
53                   0          Ejecución              Terminado              6          —               142 Kb    
48                   0          Ejecución              Terminado              1          —               131 Kb    
55                   2          Ejecución              Vuelve a cola          5          Op. matemática  89 Kb     
57                   2          Listo                  Despachado             7          —               71 Kb     
54                   0          Ejecución              Terminado              2          —               173 Kb    
56                   7          Ejecución              Bloqueado              2          Teclado         82 Kb     
49                   5          Suspendido-Listo       Formado                9          —               166 Kb    
57                   0          Ejecución              Terminado              7          —               71 Kb     
45                   5          Listo                  Despachado             7          —               117 Kb    
56                   7          Bloqueado              Bloqueado              2          —               82 Kb     
56                   7          Bloqueado              Suspendido-bloqueado   2          —               82 Kb     
57                   0          Ejecución              Terminado              7          —               71 Kb     
49                   5          Listo                  Despachado             9          —               166 Kb    
45                   0          Ejecución              Terminado              7          —               117 Kb    
55                   2          Listo                  Despachado             5          —               89 Kb     
58                   12         Listo                  Despachado             7          —               75 Kb     
49                   0          Ejecución              Terminado              9          —               166 Kb    
59                   8          Listo                  Despachado             5          —               103 Kb    
45                   0          Ejecución              Terminado              7          —               117 Kb    
56                   7          Suspendido-bloqueado   Suspendido-bloqueado   2          —               82 Kb     
56                   7          Suspendido-bloqueado   Bloqueado              2          —               82 Kb     
55                   0          Ejecución              Terminado              5          —               89 Kb     
58                   7          Ejecución              Vuelve a cola          7          Op. matemática  75 Kb     
49                   0          Ejecución              Terminado              9          —               166 Kb    
59                   3          Ejecución              Vuelve a cola          5          Op. matemática  103 Kb    
55                   0          Ejecución              Terminado              5          —               89 Kb     
58                   7          Listo                  Despachado             7          —               75 Kb     
56                   7          Bloqueado              Bloqueado              2          —               82 Kb     
56                   7          Bloqueado              Bloqueado              2          —               82 Kb     
56                   7          Bloqueado              Bloqueado              2          —               82 Kb     
56                   7          Bloqueado              Bloqueado              2          —               82 Kb     
56                   7          Bloqueado              Bloqueado              2          —               82 Kb     
56                   7          Bloqueado              Suspendido-bloqueado   2          —               82 Kb     
59                   3          Listo                  Despachado             5          —               103 Kb    
58                   2          Ejecución              Vuelve a cola          7          Op. matemática  75 Kb     
59                   0          Ejecución              Terminado              5          —               103 Kb    
56                   7          Suspendido-bloqueado   Suspendido-bloqueado   2          —               82 Kb     
56                   7          Suspendido-bloqueado   Suspendido-listo       2          —               82 Kb     
58                   2          Listo                  Despachado             7          —               75 Kb     
59                   0          Ejecución              Terminado              5          —               103 Kb    
56                   7          Suspendido-Listo       Formado                2          —               82 Kb     
58                   0          Ejecución              Terminado              7          —               75 Kb     
58                   0          Ejecución              Terminado              7          —               75 Kb     
56                   7          Listo                  Despachado             2          —               82 Kb     
56                   2          Ejecución              Vuelve a cola          2          Op. matemática  82 Kb     
56                   2          Listo                  Despachado             2          —               82 Kb     
56                   0          Ejecución              Terminado              2          —               82 Kb     
56                   0          Ejecución              Terminado              2          —               82 Kb     
