══════════════════════════════════════════════════════════════════════════════════════════
  SIMULACIÓN SO  –  2026/06/29 08:14:17
══════════════════════════════════════════════════════════════════════════════════════════
PROCESO              CUANTUM    ESTADO                 TRANSICIÓN             PRIORIDAD  RECURSO         MEMORIA   
36                   3          Listo                  Despachado             1          —               53 Kb     
33                   6          Ejecución              Bloqueado              1          Monitor         39 Kb     
10                   3          Listo                  Despachado             1          —               62 Kb     
29                   10         Bloqueado              Bloqueado              1          —               38 Kb     
29                   10         Bloqueado              Bloqueado              1          —               38 Kb     
29                   10         Bloqueado              Bloqueado              1          —               38 Kb     
29                   10         Bloqueado              Bloqueado              1          —               38 Kb     
29                   10         Bloqueado              Bloqueado              1          —               38 Kb     
29                   10         Bloqueado              Bloqueado              1          —               38 Kb     
29                   10         Bloqueado              Bloqueado              1          —               38 Kb     
29                   10         Bloqueado              Bloqueado              1          —               38 Kb     
29                   10         Bloqueado              Bloqueado              1          —               38 Kb     
29                   10         Bloqueado              Despertar              1          —               38 Kb     
36                   0          Ejecución              Terminado              1          —               53 Kb     
1                    12         Listo                  Despachado             2          —               99 Kb     
33                   6          Bloqueado              Bloqueado              1          —               39 Kb     
33                   6          Bloqueado              Despertar              1          —               39 Kb     
4                    3          Suspendido-bloqueado   Suspendido-bloqueado   1          —               21 Kb     
4                    3          Suspendido-bloqueado   Suspendido-listo       1          —               21 Kb     
10                   0          Ejecución              Terminado              1          —               62 Kb     
31                   11         Listo                  Despachado             2          —               68 Kb     
36                   0          Ejecución              Terminado              1          —               53 Kb     
1                    7          Ejecución              Bloqueado              2          Bocinas         99 Kb     
4                    3          Suspendido-Listo       Formado                1          —               21 Kb     
10                   0          Ejecución              Terminado              1          —               62 Kb     
29                   10         Listo                  Despachado             1          —               38 Kb     
31                   6          Ejecución              Vuelve a cola          2          Op. matemática  68 Kb     
1                    7          Bloqueado              Bloqueado              2          —               99 Kb     
1                    7          Bloqueado              Despertar              2          —               99 Kb     
33                   6          Listo                  Despachado             1          —               39 Kb     
29                   5          Ejecución              Bloqueado              1          Impresora       38 Kb     
4                    3          Listo                  Despachado             1          —               21 Kb     
33                   1          Ejecución              Bloqueado              1          Monitor         39 Kb     
37                   4          Listo                  Despachado             2          —               65 Kb     
29                   5          Bloqueado              Bloqueado              1          —               38 Kb     
29                   5          Bloqueado              Suspendido-bloqueado   1          —               38 Kb     
4                    0          Ejecución              Terminado              1          —               21 Kb     
39                   13         Listo                  Despachado             2          —               75 Kb     
33                   1          Bloqueado              Bloqueado              1          —               39 Kb     
33                   1          Bloqueado              Bloqueado              1          —               39 Kb     
33                   1          Bloqueado              Bloqueado              1          —               39 Kb     
33                   1          Bloqueado              Despertar              1          —               39 Kb     
37                   0          Ejecución              Terminado              2          —               65 Kb     
31                   6          Listo                  Despachado             2          —               68 Kb     
4                    0          Ejecución              Terminado              1          —               21 Kb     
39                   8          Ejecución              Bloqueado              2          Ratón           75 Kb     
1                    7          Listo                  Despachado             2          —               99 Kb     
37                   0          Ejecución              Terminado              2          —               65 Kb     
29                   5          Suspendido-bloqueado   Suspendido-bloqueado   1          —               38 Kb     
29                   5          Suspendido-bloqueado   Bloqueado              1          —               38 Kb     
31                   1          Ejecución              Vuelve a cola          2          Op. matemática  68 Kb     
39                   8          Bloqueado              Bloqueado              2          —               75 Kb     
39                   8          Bloqueado              Suspendido-bloqueado   2          —               75 Kb     
33                   1          Listo                  Despachado             1          —               39 Kb     
1                    2          Ejecución              Bloqueado              2          Impresora       99 Kb     
33                   0          Ejecución              Terminado              1          —               39 Kb     
31                   1          Listo                  Despachado             2          —               68 Kb     
21                   5          Listo                  Despachado             3          —               87 Kb     
1                    2          Bloqueado              Bloqueado              2          —               99 Kb     
1                    2          Bloqueado              Suspendido-bloqueado   2          —               99 Kb     
29                   5          Bloqueado              Bloqueado              1          —               38 Kb     
29                   5          Bloqueado              Despertar              1          —               38 Kb     
27                   7          Listo                  Despachado             3          —               77 Kb     
39                   8          Suspendido-bloqueado   Suspendido-bloqueado   2          —               75 Kb     
39                   8          Suspendido-bloqueado   Suspendido-listo       2          —               75 Kb     
33                   0          Ejecución              Terminado              1          —               39 Kb     
31                   0          Ejecución              Terminado              2          —               68 Kb     
21                   0          Ejecución              Terminado              3          —               87 Kb     
28                   12         Listo                  Despachado             3          —               89 Kb     
27                   2          Ejecución              Vuelve a cola          3          Op. matemática  77 Kb     
39                   8          Suspendido-Listo       Formado                2          —               75 Kb     
31                   0          Ejecución              Terminado              2          —               68 Kb     
21                   0          Ejecución              Terminado              3          —               87 Kb     
1                    2          Suspendido-bloqueado   Suspendido-bloqueado   2          —               99 Kb     
1                    2          Suspendido-bloqueado   Suspendido-listo       2          —               99 Kb     
29                   5          Listo                  Despachado             1          —               38 Kb     
28                   7          Ejecución              Vuelve a cola          3          Op. matemática  89 Kb     
1                    2          Suspendido-Listo       Formado                2          —               99 Kb     
29                   0          Ejecución              Terminado              1          —               38 Kb     
39                   8          Listo                  Despachado             2          —               75 Kb     
27                   2          Listo                  Despachado             3          —               77 Kb     
29                   0          Ejecución              Terminado              1          —               38 Kb     
39                   3          Ejecución              Bloqueado              2          Teclado         75 Kb     
1                    2          Listo                  Despachado             2          —               99 Kb     
27                   0          Ejecución              Terminado              3          —               77 Kb     
28                   7          Listo                  Despachado             3          —               89 Kb     
18                   7          Listo                  Despachado             4          —               30 Kb     
39                   3          Bloqueado              Bloqueado              2          —               75 Kb     
39                   3          Bloqueado              Bloqueado              2          —               75 Kb     
39                   3          Bloqueado              Bloqueado              2          —               75 Kb     
39                   3          Bloqueado              Suspendido-bloqueado   2          —               75 Kb     
1                    0          Ejecución              Terminado              2          —               99 Kb     
25                   6          Listo                  Despachado             4          —               26 Kb     
27                   0          Ejecución              Terminado              3          —               77 Kb     
28                   2          Ejecución              Bloqueado              3          Monitor         89 Kb     
18                   2          Ejecución              Bloqueado              4          Ratón           30 Kb     
40                   3          Listo                  Despachado             4          —               91 Kb     
1                    0          Ejecución              Terminado              2          —               99 Kb     
25                   1          Ejecución              Vuelve a cola          4          Op. matemática  26 Kb     
9                    9          Listo                  Despachado             5          —               67 Kb     
28                   2          Bloqueado              Bloqueado              3          —               89 Kb     
28                   2          Bloqueado              Despertar              3          —               89 Kb     
18                   2          Bloqueado              Bloqueado              4          —               30 Kb     
18                   2          Bloqueado              Bloqueado              4          —               30 Kb     
18                   2          Bloqueado              Bloqueado              4          —               30 Kb     
18                   2          Bloqueado              Suspendido-bloqueado   4          —               30 Kb     
39                   3          Suspendido-bloqueado   Suspendido-bloqueado   2          —               75 Kb     
39                   3          Suspendido-bloqueado   Bloqueado              2          —               75 Kb     
40                   0          Ejecución              Terminado              4          —               91 Kb     
9                    4          Ejecución              Vuelve a cola          5          Op. matemática  67 Kb     
25                   1          Listo                  Despachado             4          —               26 Kb     
40                   0          Ejecución              Terminado              4          —               91 Kb     
28                   2          Listo                  Despachado             3          —               89 Kb     
12                   2          Listo                  Despachado             5          —               28 Kb     
18                   2          Suspendido-bloqueado   Suspendido-bloqueado   4          —               30 Kb     
18                   2          Suspendido-bloqueado   Suspendido-listo       4          —               30 Kb     
25                   0          Ejecución              Terminado              4          —               26 Kb     
39                   3          Bloqueado              Bloqueado              2          —               75 Kb     
39                   3          Bloqueado              Despertar              2          —               75 Kb     
14                   14         Listo                  Despachado             5          —               68 Kb     
28                   0          Ejecución              Terminado              3          —               89 Kb     
12                   0          Ejecución              Terminado              5          —               28 Kb     
18                   2          Suspendido-Listo       Formado                4          —               30 Kb     
26                   11         Listo                  Despachado             5          —               22 Kb     
25                   0          Ejecución              Terminado              4          —               26 Kb     
14                   9          Ejecución              Bloqueado              5          Bocinas         68 Kb     
28                   0          Ejecución              Terminado              3          —               89 Kb     
12                   0          Ejecución              Terminado              5          —               28 Kb     
39                   3          Listo                  Despachado             2          —               75 Kb     
26                   6          Ejecución              Bloqueado              5          Impresora       22 Kb     
14                   9          Bloqueado              Bloqueado              5          —               68 Kb     
14                   9          Bloqueado              Bloqueado              5          —               68 Kb     
14                   9          Bloqueado              Bloqueado              5          —               68 Kb     
14                   9          Bloqueado              Suspendido-bloqueado   5          —               68 Kb     
18                   2          Listo                  Despachado             4          —               30 Kb     
